PES,Clearance,KFCI,SER_Baseline,MCW_Baseline,serfromClearance_I,serfromPES_I,serfromkfci_I,mcwfromClearance_I,mcwfromPES_I,mcwfromkfci_I,serfromClearance_F,serfromPES_F,serfromkfci_F,mcwfromClearance_F,mcwfromPES_F,mcwfromkfci_F,SER_New,MCW_New,TrackPitch,KTPI,KBPI,ADC,BAR
2.25,1.2,2600,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-1.9628922495274443,-2.0281890058256224,-1.2512418640984406,52.67953684262843,62.65381538752841,66.48626247874896,-4.8542212035778665,59.50661275507548,52.0,488.4615384615385,2251.6,1099.82,4.609574803149606
2.25,1.2,2800,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-1.9628922495274443,-2.0281890058256224,-1.0849389645467977,52.67953684262843,62.65381538752841,61.834268083136095,-4.6879183040262244,54.85461835946262,47.0,540.4255319148936,2424.8,1310.4238297872341,4.486834645669292
2.25,1.2,3000,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-1.9628922495274443,-2.0281890058256224,-0.8662919464629106,52.67953684262843,62.65381538752841,54.059562594091545,-4.469271285942337,47.07991287041807,40.0,635.0,2598.0,1649.73,4.0913385826771655
2.25,0.8,2600,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.070912621359243,-2.0281890058256224,-1.2512418640984406,53.908451260718884,62.65381538752841,66.48626247874896,-4.962241575409665,60.735527173165934,53.0,479.2452830188679,2251.6,1079.068679245283,4.698220472440945
2.25,0.8,2800,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.070912621359243,-2.0281890058256224,-1.0849389645467977,53.908451260718884,62.65381538752841,61.834268083136095,-4.795938675858023,56.083532777553074,48.0,529.1666666666666,2424.8,1283.1233333333332,4.582299212598426
2.25,0.8,3000,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.070912621359243,-2.0281890058256224,-0.8662919464629106,53.908451260718884,62.65381538752841,54.059562594091545,-4.577291657774136,48.308827288508525,41.0,619.5121951219512,2598.0,1609.4926829268293,4.193622047244094
2.25,0.6,2600,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.1316062992126144,-2.0281890058256224,-1.2512418640984406,54.28630163940194,62.65381538752841,66.48626247874896,-5.022935253263038,61.11337755184899,53.0,479.2452830188679,2251.6,1079.068679245283,4.698220472440945
2.25,0.6,2800,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.1316062992126144,-2.0281890058256224,-1.0849389645467977,54.28630163940194,62.65381538752841,61.834268083136095,-4.856632353711394,56.46138315623613,49.0,518.3673469387754,2424.8,1256.9371428571428,4.67776377952756
2.25,0.6,3000,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.1316062992126144,-2.0281890058256224,-0.8662919464629106,54.28630163940194,62.65381538752841,54.059562594091545,-4.637985335627507,48.68667766719158,41.0,619.5121951219512,2598.0,1609.4926829268293,4.193622047244094
5.0,1.2,2600,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-1.9628922495274443,-2.0868239412483547,-1.2512418640984406,52.67953684262843,54.24815547996592,66.48626247874896,-4.912856139000599,51.100952847512985,43.0,590.6976744186046,2251.6,1330.01488372093,3.8117637795275594
5.0,1.2,2800,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-1.9628922495274443,-2.0868239412483547,-1.0849389645467977,52.67953684262843,54.24815547996592,61.834268083136095,-4.746553239448955,46.448958451900126,39.0,651.2820512820513,2424.8,1579.228717948718,3.723118110236221
5.0,1.2,3000,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-1.9628922495274443,-2.0868239412483547,-0.8662919464629106,52.67953684262843,54.24815547996592,54.059562594091545,-4.527906221365068,38.674252962855576,31.0,819.3548387096774,2598.0,2128.683870967742,3.170787401574803
5.0,0.8,2600,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.070912621359243,-2.0868239412483547,-1.2512418640984406,53.908451260718884,54.24815547996592,66.48626247874896,-5.020876510832398,52.32986726560344,44.0,577.2727272727273,2251.6,1299.7872727272727,3.900409448818898
5.0,0.8,2800,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.070912621359243,-2.0868239412483547,-1.0849389645467977,53.908451260718884,54.24815547996592,61.834268083136095,-4.854573611280754,47.67787286999058,40.0,635.0,2424.8,1539.748,3.8185826771653546
5.0,0.8,3000,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.070912621359243,-2.0868239412483547,-0.8662919464629106,53.908451260718884,54.24815547996592,54.059562594091545,-4.635926593196867,39.90316738094603,32.0,793.75,2598.0,2062.1625,3.2730708661417323
5.0,0.6,2600,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.1316062992126144,-2.0868239412483547,-1.2512418640984406,54.28630163940194,54.24815547996592,66.48626247874896,-5.08157018868577,52.7077176442865,45.0,564.4444444444445,2251.6,1270.903111111111,3.989055118110236
5.0,0.6,2800,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.1316062992126144,-2.0868239412483547,-1.0849389645467977,54.28630163940194,54.24815547996592,61.834268083136095,-4.9152672891341265,48.05572324867364,40.0,635.0,2424.8,1539.748,3.8185826771653546
5.0,0.6,3000,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.1316062992126144,-2.0868239412483547,-0.8662919464629106,54.28630163940194,54.24815547996592,54.059562594091545,-4.696620271050239,40.28101775962909,33.0,769.6969696969697,2598.0,1999.6727272727273,3.375354330708661
10.0,1.2,2600,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-1.9628922495274443,-1.9542948039236783,-1.2512418640984406,52.67953684262843,57.35299873646558,66.48626247874896,-4.780327001675923,54.20579610401265,47.0,540.4255319148936,2251.6,1216.8221276595743,4.166346456692914
10.0,1.2,2800,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-1.9628922495274443,-1.9542948039236783,-1.0849389645467977,52.67953684262843,57.35299873646558,61.834268083136095,-4.614024102124279,49.55380170839979,42.0,604.7619047619047,2424.8,1466.4266666666667,4.009511811023622
10.0,1.2,3000,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-1.9628922495274443,-1.9542948039236783,-0.8662919464629106,52.67953684262843,57.35299873646558,54.059562594091545,-4.395377084040392,41.77909621935524,35.0,725.7142857142857,2598.0,1885.405714285714,3.57992125984252
10.0,0.8,2600,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.070912621359243,-1.9542948039236783,-1.2512418640984406,53.908451260718884,57.35299873646558,66.48626247874896,-4.888347373507722,55.4347105221031,48.0,529.1666666666666,2251.6,1191.4716666666666,4.254992125984252
10.0,0.8,2800,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.070912621359243,-1.9542948039236783,-1.0849389645467977,53.908451260718884,57.35299873646558,61.834268083136095,-4.722044473956078,50.78271612649024,43.0,590.6976744186046,2424.8,1432.3237209302326,4.104976377952757
10.0,0.8,3000,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.070912621359243,-1.9542948039236783,-0.8662919464629106,53.908451260718884,57.35299873646558,54.059562594091545,-4.503397455872191,43.00801063744569,36.0,705.5555555555555,2598.0,1833.0333333333333,3.682204724409449
10.0,0.6,2600,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.1316062992126144,-1.9542948039236783,-1.2512418640984406,54.28630163940194,57.35299873646558,66.48626247874896,-4.9490410513610925,55.81256090078616,48.0,529.1666666666666,2251.6,1191.4716666666666,4.254992125984252
10.0,0.6,2800,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.1316062992126144,-1.9542948039236783,-1.0849389645467977,54.28630163940194,57.35299873646558,61.834268083136095,-4.7827381518094505,51.1605665051733,43.0,590.6976744186046,2424.8,1432.3237209302326,4.104976377952757
10.0,0.6,3000,-5,50,-1.9628922495274443,-2.01823007758656,-1.4069795887596364,52.67953684262843,63.77386037731752,55.85960473388437,-2.1316062992126144,-1.9542948039236783,-0.8662919464629106,54.28630163940194,57.35299873646558,54.059562594091545,-4.564091133725563,43.38586101612875,36.0,705.5555555555555,2598.0,1833.0333333333333,3.682204724409449
